bounds,scenario,galaxy,points,model,family,parameter_count,chi2,chi2_reduced,aicc,delta_aicc,bic,delta_bic,condition_number,practical_rank,rank,maximum_absolute_correlation,boundary_parameters,parameters_dimensionless,delta_aicc_vs_pISO,delta_bic_vs_pISO,delta_aicc_vs_cored_log,delta_bic_vs_cored_log
primary,light,NGC5055,28,NFW,nfw,2,63.98555006832564,2.4609826949356015,68.46555006832564,14.471719407927253,70.64995908867604,13.066440822359446,5.259786040852265,2,2,0.8461527114074803,,"{""V200"": 0.6636282536546754, ""c"": 13.809288625208506}",-172.75877292452986,-172.75877292452986,-114.11700070366861,-114.11700070366862
primary,light,NGC6946,58,baryons,logsvt,0,29755.906353510065,513.0328681639667,29755.906353510065,29671.284712684683,29755.906353510065,29663.79765762363,,0,0,,,{},29637.761969748677,29633.859265545765,29638.95913500466,29635.056430801753
primary,light,NGC6946,58,Q,logsvt,1,29755.906716632973,522.0334511689995,29757.9781452044,29673.35650437902,29759.96715964352,29667.858463757082,1.0,1,1,0.0,logQ,"{""Q"": 1.522997974537388e-08}",29639.833761443013,29637.92007167922,29641.030926698997,29639.117236935206
primary,light,NGC6946,58,L,logsvt,1,1355.6363627353303,23.78309408307597,1357.707791306759,1273.0861504813765,1359.6968057458766,1267.5881098594407,1.0,1,1,0.0,,"{""L"": 1.5027146089184016}",1239.5634075453702,1237.649717781577,1240.7605728013564,1238.846883037563
primary,light,NGC6946,58,L_Q,logsvt,2,165.9375297530222,2.9631701741611107,170.15571157120402,85.53407074582164,174.05841577411505,81.94971988767907,6.3774055396226075,2,2,0.9495585866317483,,"{""L"": 2.6320587275513403, ""Q"": 2.3550267291025135}",52.01132780981533,52.01132780981533,53.208493065801335,53.208493065801335
primary,light,NGC6946,58,k1,logsvt,2,122.25623709562784,2.183147090993354,126.47441891380966,41.85277808842727,130.37712311672067,38.268427230284686,11.465030825785078,2,2,0.9633548305277206,,"{""B"": 0.4898838980886656, ""u1"": 4.810349036528035}",8.330035152420962,8.330035152420947,9.52720040840697,9.527200408406955
primary,light,NGC6946,58,k1_Q,logsvt,3,87.45309928967059,1.5900563507212835,93.89754373411503,9.275902908732647,99.63442832130985,7.5257324348738734,47.281802139749864,3,3,0.9905877157990023,,"{""B"": 0.7438593770902643, ""Q"": 0.5049626134987653, ""u1"": 2.494621346584188}",-24.246840027273663,-22.412659642989865,-23.049674771287656,-21.215494387003858
primary,light,NGC6946,58,k1_L,logsvt,3,85.3678593774942,1.5521428977726217,91.81230382193864,7.190662996556256,97.54918840913345,5.440492522697468,142.23153061326107,3,3,0.9938196307219,,"{""B"": 1.4568748037900263, ""L"": -1.2378792837762418, ""u1"": 1.6505134225183193}",-26.332079939450054,-24.49789955516627,-25.134914683464046,-23.300734299180263
primary,light,NGC6946,58,k1_L_Q,logsvt,4,85.36785942255355,1.5808862856028436,94.12257640368563,9.500935578303242,101.60963146473922,9.500935578303242,2362763361.1780477,3,4,0.9989433066400348,logQ,"{""B"": 1.4568751890614264, ""L"": -1.2378796334259885, ""Q"": 1.5230094618523762e-08, ""u1"": 1.6505130412679623}",-24.021807357703068,-20.437456499560497,-22.82464210171706,-19.24029124357449
primary,light,NGC6946,58,k2,logsvt,2,112.72903668722087,2.013018512271801,116.94721850540269,32.3255776800203,120.84992270831371,28.74122682187773,8.90692751196519,2,2,0.7905928589070567,,"{""B"": 0.18700129715319908, ""u2"": 46.677525997622055}",-1.1971652559860075,-1.1971652559860075,0.0,0.0
primary,light,NGC6946,58,k2_Q,logsvt,3,109.18671445592635,1.9852129901077518,115.63115890037079,31.009518074988407,121.36804348756561,29.259347601129633,76.26872983762017,3,3,0.9194006539340511,,"{""B"": 0.1973325286507649, ""Q"": 0.1148778726392459, ""u2"": 40.88179629869874}",-2.5132248610179033,-0.6790444767341057,-1.3160596050318958,0.5181207792519018
primary,light,NGC6946,58,k2_L,logsvt,3,111.56898577459438,2.0285270140835343,118.01343021903882,33.39178939365644,123.75031480623363,31.64161891979765,22.515234285271433,3,3,0.9814914844838967,,"{""B"": 0.19998371463950645, ""L"": -0.08390102342235377, ""u2"": 42.41612111176789}",-0.13095354234987155,1.7032268419339118,1.066211713636136,2.9003920979199194
primary,light,NGC6946,58,k2_L_Q,logsvt,4,97.4455194845119,1.8045466571205908,106.20023646564398,21.578595640261597,113.68729152669758,21.578595640261597,61.0426169632083,4,4,0.9794349729887001,,"{""B"": 0.09491834004348358, ""L"": 1.1922097079638243, ""Q"": 1.0268387323226664, ""u2"": 71.8589224485736}",-11.944147295744713,-8.359796437602142,-10.746982039758706,-7.162631181616135
primary,light,NGC6946,58,k12,logsvt,3,100.14787990633509,1.820870543751547,106.59232435077953,21.97068352539715,112.32920893797436,20.220513051538376,47.59910495363785,3,3,0.8771739606869923,,"{""B"": 0.20329405590155825, ""u1"": 3.9859070927523748, ""u2"": 41.290439559266154}",-11.55205941060916,-9.717879026325363,-10.354894154623153,-8.520713770339356
primary,light,NGC6946,58,k12_Q,logsvt,4,84.08787530019586,1.557182875929553,92.84259228132794,8.220951455945553,100.32964734238153,8.220951455945553,86.12785471298639,4,4,0.9949317990087131,,"{""B"": 0.26701613177472255, ""Q"": 0.33297523597464984, ""u1"": 4.973130107214868, ""u2"": 19.35188849118505}",-25.301791480060757,-21.717440621918186,-24.10462622407475,-20.52027536593218
primary,light,NGC6946,58,k12_L,logsvt,4,82.5691698804114,1.5290587014891,91.32388686154347,6.702246036161085,98.81094192259707,6.702246036161085,159.05640307851078,4,4,0.9911955776315647,,"{""B"": 0.37558334582323555, ""L"": -0.6373598614920551, ""u1"": 4.475682644848712, ""u2"": 13.173545410261518}",-26.820496899845224,-23.236146041702654,-25.623331643859217,-22.038980785716646
primary,light,NGC6946,58,k12_L_Q,logsvt,5,82.56916993340171,1.5579088666679568,93.72301608724787,9.101375261865485,102.8713849861338,10.762689099697823,1510473415.4098542,4,5,0.999160288368621,,"{""B"": 0.3755834269752769, ""L"": -0.6373600472295291, ""Q"": 1.5305315994916597e-08, ""u1"": 4.475682936254523, ""u2"": 13.173539145424423}",-24.421367674140825,-19.175702978165916,-23.224202418154817,-17.978537722179908
primary,light,NGC6946,58,C,logsvt,1,1162.4265154332597,20.393447639179996,1164.4979440046884,1079.876303179306,1166.486958443806,1074.3782625573701,1.0,1,1,0.0,,"{""C"": 0.5942788565150869}",1046.3535602432996,1044.4398704795065,1047.5507254992858,1045.6370357354924
primary,light,NGC6946,58,C_Q,logsvt,2,1162.4265361684043,20.757616717292933,1166.644717986586,1082.0230771612037,1170.5474221894972,1078.4387263030612,301159002.9603344,1,2,1.0,logQ,"{""C"": 0.594278859426934, ""Q"": 1.5229979744713493e-08}",1048.5003342251973,1048.5003342251975,1049.6974994811835,1049.6974994811835
primary,light,NGC6946,58,C_L,logsvt,2,371.6043540556777,6.63579203670853,375.82253587385947,291.2008950484771,379.7252400767705,287.6165441903345,4.733749056158233,2,2,0.9098983048368149,,"{""C"": 0.3140931313591877, ""L"": 0.7498166131649241}",257.6781521124708,257.6781521124708,258.87531736845676,258.87531736845676
primary,light,NGC6946,58,C_L_Q,logsvt,3,116.15034710283095,2.1118244927787444,122.59479154727539,37.973150721893006,128.3316761344702,36.22298024803422,22.19007028341608,3,3,0.956426858697589,,"{""C"": 0.10847405353271868, ""L"": 2.1032437003792976, ""Q"": 1.7946991216618497}",4.450407785886696,6.28458817017048,5.647573041872704,7.481753426156487
primary,light,NGC6946,58,C_k1,logsvt,3,122.25623950544357,2.2228407182807923,128.70068394988803,44.079043124505645,134.43756853708283,42.328872650646844,378543898.82129496,2,3,0.9999461265153197,logC,"{""B"": 0.48988389974530505, ""C"": 1.5229979744766412e-08, ""u1"": 4.81034864992309}",10.556300188499335,12.390480572783105,11.753465444485343,13.587645828769112
primary,light,NGC6946,58,C_k1_Q,logsvt,4,87.45310002146813,1.6195018522494098,96.20781700260021,11.586176177217823,103.6948720636538,11.586176177217823,399379686.693012,3,4,0.9961327505900409,logC,"{""B"": 0.7438594067938192, ""C"": 1.522997983321647e-08, ""Q"": 0.5049626526431591, ""u1"": 2.4946210882767135}",-21.936566758788487,-18.352215900645916,-20.73940150280248,-17.15505064465991
primary,light,NGC6946,58,C_k1_L,logsvt,4,85.36785997819024,1.580886295892412,94.12257695932232,9.50093613393993,101.60963202037591,9.50093613393993,628181466.4841495,3,4,0.9997157616111068,logC,"{""B"": 1.4568751244164044, ""C"": 1.522998004116817e-08, ""L"": -1.237879568472884, ""u1"": 1.6505130545628293}",-24.02180680206638,-20.43745594392381,-22.82464154608037,-19.2402906879378
primary,light,NGC6946,58,C_k1_L_Q,logsvt,5,85.36786002324882,1.6107143400612987,96.52170617709498,11.900065351712598,105.67007507598092,13.561379189544937,2300810253.211785,3,5,0.9997201704212981,logC;logQ,"{""B"": 1.4568749338801454, ""C"": 1.5229979777139138e-08, ""L"": -1.2378793757397555, ""Q"": 1.5229979861421494e-08, ""u1"": 1.650513233745297}",-21.62267758429371,-16.377012888318802,-20.425512328307704,-15.179847632332795
primary,light,NGC6946,58,C_k2,logsvt,3,87.67840452324401,1.5941528095135276,94.12284896768845,9.50120814230607,99.85973355488326,7.751037668447282,26.989666367256444,3,3,0.8739795375218424,,"{""B"": 0.16445494241045372, ""C"": 0.10661255775191873, ""u2"": 32.48508577946705}",-24.02153479370024,-22.187354409416457,-22.824369537714233,-20.99018915343045
primary,light,NGC6946,58,C_k2_Q,logsvt,4,77.18352306178248,1.42932450114412,85.93824004291456,1.316599217532172,93.42529510396815,1.316599217532172,44.74134904432586,4,4,0.7901339447256474,,"{""B"": 0.18269088689536545, ""C"": 0.11838412695083471, ""Q"": 0.20950564058293222, ""u2"": 24.828634708376516}",-32.20614371847414,-28.621792860331567,-31.00897846248813,-27.42462760434556
primary,light,NGC6946,58,C_k2_L,logsvt,4,75.86692384425031,1.4049430341527835,84.62164082538239,0.0,92.10869588643598,0.0,37.66818699864145,4,4,0.9569772607132522,,"{""B"": 0.21145335932358647, ""C"": 0.13168970906785007, ""L"": -0.3157063567442835, ""u2"": 22.99267915713841}",-33.52274293600631,-29.93839207786374,-32.3255776800203,-28.74122682187773
primary,light,NGC6946,58,C_k2_L_Q,logsvt,5,75.86692392058924,1.431451394728099,87.0207700744354,2.3991292490530185,96.16913897332134,4.060443086885357,1287234707.5502121,4,5,0.958819416609691,logQ,"{""B"": 0.2114533734915667, ""C"": 0.13168972648633398, ""L"": -0.3157064440454178, ""Q"": 1.5229979799519026e-08, ""u2"": 22.992675755269282}",-31.12361368695329,-25.877948990978382,-29.926448430967284,-24.680783734992374
primary,light,NGC6946,58,C_k12,logsvt,4,87.67840457124028,1.6236741587266719,96.43312155237236,11.81148072698997,103.92017661342595,11.81148072698997,1169784746.3065302,3,4,0.9626295514556795,logu1,"{""B"": 0.16445494397644733, ""C"": 0.10661254585170299, ""u1"": 1.522999651551584e-08, ""u2"": 32.48508827597529}",-21.71126220901634,-18.12691135087377,-20.514096953030332,-16.92974609488776
primary,light,NGC6946,58,C_k12_Q,logsvt,5,77.18352308332918,1.4562928883647015,88.33736923717534,3.715728411792952,97.48573813606127,5.3770422496252905,993901107.043907,4,5,0.959178757484177,logu1,"{""B"": 0.18269088959697477, ""C"": 0.11838414103858735, ""Q"": 0.2095056813393731, ""u1"": 1.523103896311888e-08, ""u2"": 24.82863164130632}",-29.807014524213358,-24.56134982823845,-28.60984926822735,-23.36418457225244
primary,light,NGC6946,58,C_k12_L,logsvt,5,75.86692386260015,1.431451393633965,87.0207700164463,2.3991291910639205,96.16913891533224,4.060443028896259,1832274231.885748,4,5,0.9966116934668977,logu1,"{""B"": 0.21145336838124346, ""C"": 0.13168971923492498, ""L"": -0.3157064159411929, ""u1"": 1.5229979744712682e-08, ""u2"": 22.992677113772995}",-31.12361374494239,-25.87794904896748,-29.92644848895638,-24.680783792981472
primary,light,NGC6946,58,C_k12_L_Q,logsvt,6,75.86692396825663,1.4589793070818582,89.51398279178603,4.892341966403649,100.22958203153514,8.120886145099163,1365559142.7005553,4,6,0.9710962947131081,,"{""B"": 0.21145336923615576, ""C"": 0.13168972275159155, ""L"": -0.3157064114792258, ""Q"": 1.9376727204314142e-08, ""u1"": 2.2311371819959676e-08, ""u2"": 22.992676442221402}",-28.63040096960266,-21.817505932764576,-27.433235713616654,-20.620340676778568
primary,light,NGC6946,58,cored_log,cored_log,2,112.72903668722087,2.013018512271801,116.94721850540269,32.3255776800203,120.84992270831371,28.74122682187773,4.758576225562958,2,2,0.7905928593684948,,"{""H"": 0.7480051858459934, ""Rc"": 0.1463679801730143}",-1.1971652559860075,-1.1971652559860075,0.0,0.0
primary,light,NGC6946,58,pISO,piso,2,113.92620194320688,2.0343964632715514,118.1443837613887,33.52274293600631,122.04708796429972,29.93839207786374,6.894408562556096,2,2,0.8954094782604719,,"{""H"": 0.8655439982699732, ""Rc"": 0.07101784716587835}",0.0,0.0,1.1971652559860075,1.1971652559860075
primary,light,NGC6946,58,NFW,nfw,2,99.86014457520835,1.7832168674144349,104.07832639339017,19.456685568007785,107.9810305963012,15.872334709865214,9.513194813454074,2,2,0.9666471755262481,,"{""V200"": 0.6267556798546169, ""c"": 16.870193728786532}",-14.066057367998525,-14.066057367998525,-12.868892112012517,-12.868892112012517
primary,light,NGC7331,36,baryons,logsvt,0,19930.589168977964,553.6274769160545,19930.589168977964,19909.30654180552,19930.589168977964,19905.30598499015,,0,0,,,{},19882.808457351966,19880.00505583869,19854.482085723706,19851.67868421043
primary,light,NGC7331,36,Q,logsvt,1,19930.589744999983,569.4454212857138,19932.70739205881,19911.424764886364,19934.17326393844,19908.890079950626,1.0,1,1,0.0,logQ,"{""Q"": 1.5229979744712682e-08}",19884.92668043281,19883.589150799166,19856.60030880455,19855.262779170906
primary,light,NGC7331,36,L,logsvt,1,530.7868929997866,15.165339799993902,532.9045400586101,511.62191288616447,534.3704119382427,509.0872279504287,1.0,1,1,0.0,,"{""L"": 1.0117271134532164}",485.12382843261145,483.7862987989682,456.79745680435377,455.4599271707105
